Track,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Hordes of Chaos (A Necrologue for the Elite),2009,304173,4,0.267,0.991,7,-4.608,1,0.159,1.97e-05,0.00484,0.652,0.116,104.82,38,Metal
I Feel Fine,1965,246000,4,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,68,Pop
Trilogy Suite Op: 5,1995,437000,4,0.272,0.724,1,-15.163,1,0.0842,0.00136,0.855,0.396,0.152,130.205,37,Metal
I’m The Only One,1994,223000,4,0.715,0.518,5,-7.108,1,0.0459,0.528,0.0,0.0732,0.556,82.076,48,Pop
Good Thing,2016,202314,4,0.679,0.77,7,-3.405,1,0.0364,0.487,0.0,0.292,0.657,121.051,30,EDM
She Loves You,1964,142000,4,0.321,0.895,7,-5.157,1,0.0463,0.389,0.0,0.177,0.904,149.807,62,Pop
All Cried Out,1986,275000,4,0.613,0.464,1,-8.918,1,0.0241,0.176,0.0,0.103,0.176,139.802,45,Pop
It's Not My Time,2008,241960,4,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,63,Alt. Rock
Broke Down Engine Blues,1931,165026,3,0.653,0.19,3,-14.269,0,0.065,0.953,2.12e-06,0.138,0.671,113.6,24,Blues
You Are,1983,178000,4,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,81,Pop
Angel Of The Morning,1981,250000,4,0.452,0.313,8,-9.309,1,0.026,0.433,2.6e-05,0.0772,0.344,75.806,63,Pop
School Is Out,1961,109000,4,0.685,0.62,8,-6.096,0,0.137,0.658,0.0,0.203,0.612,148.157,27,Pop
How Deep Is Your Love,2015,212640,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,81,EDM
You Can Do Magic,1982,237000,4,0.859,0.568,4,-12.516,0,0.0387,0.29,0.0,0.31,0.936,129.72,63,Pop
Scars,2004,208186,4,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,70,Alt. Rock
It’s Time To Cry,1960,101000,4,0.731,0.646,0,-13.021,1,0.0673,0.00349,0.833,0.0977,0.846,156.029,0,Pop
The House That Jack Built,1968,139000,4,0.521,0.893,1,-4.168,1,0.0962,0.281,0.0,0.283,0.962,184.273,35,Pop
This Is For The Lover In You,1997,304000,4,0.642,0.572,0,-7.345,0,0.0475,0.475,0.0,0.157,0.747,177.514,58,Pop
Ring My Bell,1979,491000,4,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,61,Pop
Melting over You,2018,188044,4,0.698,0.86,4,-3.21,1,0.0435,0.139,0.00233,0.215,0.352,95.02,23,EDM
Brother Jukebox,1990,184840,4,0.632,0.615,1,-10.972,1,0.0262,0.191,0.00103,0.153,0.912,141.073,54,Country
Yesterday When I Was Young,1969,201173,4,0.478,0.388,2,-12.655,0,0.0404,0.647,3e-06,0.11,0.339,89.829,36,Country
Land Of Make Believe,1978,258693,4,0.269,0.447,10,-12.713,1,0.0457,0.441,0.747,0.13,0.402,152.744,25,Jazz
I Like It,1989,253000,4,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,78,Pop
Good Time Charlie’s Got The Blues,1972,202000,4,0.553,0.254,4,-15.127,1,0.0309,0.764,0.328,0.0853,0.521,148.346,33,Pop
Eazy-Duz-It,1988,259493,4,0.827,0.728,2,-3.912,1,0.307,0.0768,0.0,0.237,0.692,90.872,61,Rap
Dreaming of You,2018,183272,4,0.456,0.92,7,-1.564,1,0.169,0.0152,0.000164,0.045,0.484,164.858,30,EDM
Flowers of Romance,1981,171800,4,0.527,0.613,0,-15.362,1,0.0531,0.411,0.141,0.642,0.75,170.187,17,Punk
Night Goat,1993,281066,4,0.462,0.884,10,-8.888,1,0.0364,0.00327,0.735,0.125,0.247,141.197,42,Punk
Cupid,1997,243000,4,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,76,Pop
Silly Love Songs,1976,354000,4,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,63,Pop
"That Lady,Pts. 1 & 2",1973,334386,4,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,54,R&B
Jump (FOR My Love),1984,267000,4,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,56,Pop
Pretty Thing,1955,164733,4,0.831,0.408,9,-14.762,1,0.0413,0.55,0.0312,0.14,0.697,118.017,40,R&B
Knock It Off,2016,254000,4,0.427,0.913,8,-4.835,1,0.0457,0.003,0.000115,0.147,0.663,141.944,4,Rock
I Couldn't Leave You If I Tried,1988,208666,3,0.485,0.59,0,-5.337,1,0.0267,0.611,0.0,0.324,0.576,129.537,10,Country
"The Greeting - Live At Merkin Hall,NYC / 1989",1989,147799,3,0.289,0.243,7,-19.017,1,0.034,0.975,0.883,0.15,0.132,89.616,9,Jazz
The Kilburn High Road,2008,223280,4,0.287,0.992,4,-3.36,0,0.0623,0.000726,0.00655,0.213,0.47,143.784,36,Punk
Big House Bound,1935,161933,4,0.555,0.18,10,-14.512,1,0.0407,0.993,0.00867,0.118,0.415,103.497,0,Blues
Nagasaki Nightmare,1982,503200,4,0.487,0.618,0,-11.422,1,0.103,0.0116,0.864,0.117,0.367,111.584,6,Punk
The Ballad of Frankie Lee and Judas Priest,1967,332000,4,0.481,0.372,0,-14.03,1,0.0576,0.811,0.0,0.0908,0.335,150.764,31,Rock
Miles Away,1991,255000,4,0.368,0.608,5,-7.529,1,0.0326,0.0181,2.11e-06,0.352,0.298,182.154,56,Pop
Venus,1978,229026,4,0.55,0.631,0,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,44,Punk
Dancing In The Dark,1984,241000,4,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,84,Pop
New Rose,1976,164013,4,0.192,0.967,1,-7.718,0,0.108,0.00535,4.09e-05,0.294,0.245,173.847,40,Punk
Sin Wagon,1999,217693,4,0.598,0.936,10,-6.313,1,0.0354,0.00522,0.0178,0.219,0.898,144.059,48,Country
Night,1960,86000,4,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,88,Pop
Funky Cold Medina,1989,248000,4,0.988,0.633,5,-15.012,0,0.0888,0.0755,1.88e-06,0.0668,0.929,117.493,58,Pop
Cut You Loose,1962,243000,4,0.752,0.0871,2,-17.778,1,0.0597,0.76,0.00337,0.325,0.499,76.846,8,Blues
How Deep Is Your Love,1998,212000,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,83,Pop
Walk On,1961,190892,4,0.671,0.178,0,-17.952,0,0.0483,0.733,0.00714,0.128,0.75,112.148,25,Blues
How The Gods Kill,1992,356400,4,0.303,0.27,3,-12.003,0,0.031,0.0147,0.00401,0.0661,0.0461,89.386,48,Metal
"This One's Gonna Hurt You (For A Long,Long Time)",1991,208026,4,0.645,0.352,8,-10.491,1,0.0253,0.138,1.43e-05,0.0843,0.651,107.662,43,Country
Let Me Be The One,1987,260000,4,0.66,0.714,1,-10.606,0,0.0412,0.0335,0.00779,0.311,0.888,105.374,40,Pop
Navy Blue,1964,171000,3,0.629,0.426,0,-6.726,1,0.0287,0.425,0.0,0.14,0.411,114.921,48,Pop
Liberate,2014,313388,4,0.509,0.88,5,-5.47,1,0.0355,0.0021,0.837,0.661,0.459,127.005,46,EDM
You Got Me Dizzy,1956,166000,4,0.679,0.384,7,-11.978,0,0.037,0.895,0.000961,0.111,0.759,131.02,24,Blues
Patience,1989,354880,4,0.457,0.296,6,-12.511,1,0.0306,0.683,0.000119,0.109,0.333,120.02,72,Metal
Lost Without Your Love,1977,176000,4,0.266,0.345,10,-11.484,1,0.0309,0.376,1.9e-05,0.103,0.199,145.98,59,Pop
Special,1998,223602,4,0.443,0.944,0,-3.71,0,0.0377,8.79e-05,0.000542,0.369,0.573,131.828,42,Alt. Rock
Lovething,1990,205000,4,0.572,0.779,8,-10.347,1,0.0392,0.00607,0.00107,0.268,0.846,152.009,22,Rock
Drop It Like It's Hot,2004,266066,4,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,76,Rap
Without You,1990,161000,4,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,74,Pop
Gimme a Pigfoot and a Bottle of Beer,1933,207640,4,0.692,0.203,7,-11.148,0,0.0748,0.97,0.00952,0.134,0.596,103.929,16,Blues
Lady Willpower,1968,165000,4,0.53,0.517,0,-8.258,0,0.0293,0.439,0.0,0.138,0.647,122.779,45,Pop
Goo Goo Muck,1981,186038,4,0.583,0.767,4,-11.38,0,0.0296,0.288,0.0789,0.0606,0.736,141.683,63,Punk
Distant Drums,1966,170440,4,0.523,0.232,2,-14.882,1,0.0262,0.572,0.00219,0.104,0.309,96.18,31,Country
I Can Love You Like That,1995,235000,4,0.655,0.336,11,-11.049,1,0.0264,0.302,0.0,0.343,0.203,88.554,56,Pop
Potions - SLANDER & Bossfight Remix,2020,238800,4,0.437,0.753,8,-4.738,1,0.0567,0.00441,0.000494,0.367,0.129,149.943,27,EDM
98.6,1967,187000,4,0.542,0.335,7,-10.291,1,0.0383,0.38,0.0,0.0828,0.504,74.524,34,Pop
"Baby,Open Up Your Heart",1972,141873,4,0.427,0.527,8,-9.616,1,0.0476,0.711,0.0,0.0779,0.862,166.999,1,R&B
Doing It All For My Baby,1987,219000,4,0.378,0.604,0,-12.381,1,0.0322,0.257,0.0,0.238,0.8,91.68,47,Pop
Easy,1984,270560,4,0.52,0.389,10,-9.267,0,0.0295,0.756,0.000101,0.25,0.268,132.992,41,R&B
Daydreams About Night Things,1975,142773,4,0.631,0.54,2,-8.983,1,0.0322,0.542,0.0,0.115,0.934,138.8,53,Country
Roll 'Em Pete,1938,175200,4,0.601,0.414,7,-11.204,0,0.0412,0.976,0.0,0.0664,0.716,95.289,27,R&B
Rhythm Of The Rain,1963,146000,4,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,63,Pop
The Sweetest Days,1995,211000,4,0.482,0.301,10,-10.341,1,0.0273,0.722,0.0012,0.166,0.0692,139.853,43,Pop
Borderline,1984,237000,4,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,81,Pop
Steal Away,1980,213000,4,0.72,0.569,2,-11.466,1,0.0418,0.142,0.000188,0.0629,0.713,122.403,58,Pop
Demanufacture,1995,252853,4,0.547,0.981,1,-4.979,1,0.0934,4.29e-05,0.000318,0.0737,0.185,96.035,43,Metal
Born to Lose,1962,194719,4,0.255,0.179,3,-18.01,1,0.0302,0.841,2.16e-06,0.33,0.413,84.711,23,Jazz
Bleed American,2001,181493,4,0.438,0.938,6,-5.611,0,0.094,0.00842,1.08e-06,0.806,0.584,160.212,65,Alt. Rock
Remember the Time,1992,239226,4,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,73,R&B
Long Cool Woman In A Black Dress,1972,199000,4,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.918,77,Pop
The Unforgiven Ones,1996,174026,4,0.457,0.482,9,-8.495,0,0.0287,0.931,0.015,0.117,0.327,114.172,25,Alt. Rock
Yesterday’s Songs,1982,225000,4,0.838,0.647,0,-5.584,1,0.0427,0.128,0.00128,0.172,0.374,77.119,29,Pop
Cool Kids,2000,133293,4,0.597,0.887,7,-6.584,1,0.0406,0.000742,0.0345,0.188,0.88,93.031,46,Punk
The Ragtime Dance,1902,198293,4,0.46,0.137,3,-26.688,1,0.046,0.98,0.919,0.156,0.485,92.139,27,Jazz
Come See About Me,1965,163000,4,0.732,0.505,7,-11.735,1,0.0464,0.688,1.04e-06,0.146,0.866,126.319,59,Pop
Orange Crush - Remastered 2013,1988,231640,4,0.568,0.701,9,-10.453,1,0.04,0.000613,0.00258,0.17,0.638,120.678,58,Alt. Rock
Baby I Need Your Loving,1964,166026,4,0.632,0.686,0,-6.116,0,0.0395,0.437,0.0,0.193,0.65,121.414,62,R&B
Whatcha See Is Whatcha Get,1971,214000,4,0.641,0.74,6,-8.425,1,0.118,0.249,0.0,0.281,0.914,152.939,58,Pop
This Bitter Earth,1960,150666,4,0.307,0.177,1,-15.702,1,0.0497,0.866,0.0102,0.259,0.273,64.869,43,Jazz
St. Louis Blues,1927,282560,4,0.393,0.0971,0,-20.11,1,0.0371,0.873,0.000539,0.199,0.12,104.95,4,Blues
"Let's Go,Let's Go,Let's Go",1959,142306,4,0.606,0.811,8,-4.791,1,0.0369,0.0749,2.25e-06,0.0932,0.903,129.304,7,R&B
I Was Such a Fool (To Fall in Love with You),1959,170266,3,0.36,0.391,10,-12.613,1,0.0313,0.835,0.0,0.0847,0.224,99.076,12,R&B
Carrying Your Love With Me,1997,232426,4,0.629,0.479,10,-10.608,1,0.0271,0.22,0.0,0.0587,0.345,138.231,70,Country
I Still Believe,1988,192000,4,0.391,0.721,8,-6.651,1,0.144,0.0134,0.0,0.128,0.123,85.666,54,Pop
Say It Isn’t So,1984,227000,4,0.62,0.639,4,-12.478,1,0.0466,0.0263,0.0,0.255,0.702,124.046,50,Pop
You Talk Too Much,1960,186000,4,0.304,0.971,4,-3.226,1,0.0351,0.0594,0.955,0.0799,0.695,127.856,51,Pop
Swingin' The Blues,1939,167906,4,0.752,0.507,0,-12.711,1,0.189,0.736,0.00171,0.34,0.592,112.92,16,Jazz
The Battle of Epping Forest,1973,703000,1,0.459,0.66,11,-9.61,1,0.0731,0.0265,1.08e-05,0.0811,0.507,135.776,38,Rock
Can't Hardly Wait - 2008 Remaster,1987,188146,4,0.538,0.814,2,-7.06,1,0.0526,0.03,2.48e-06,0.114,0.58,141.256,54,Alt. Rock
If I Had No Loot,1993,241000,4,0.873,0.721,11,-9.774,0,0.0448,0.113,0.0,0.27,0.81,106.725,46,Pop
Dreamer,2016,251147,4,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,60,EDM
Hall of the Mountain King,1987,333813,4,0.355,0.922,0,-7.331,0,0.103,0.136,0.0138,0.265,0.276,126.937,38,Metal
We've Got Tonight,1983,234560,4,0.543,0.227,8,-11.247,1,0.0298,0.767,4.29e-05,0.103,0.292,123.548,65,Country
What's Your Fantasy (Featuring Shawna),2001,275906,4,0.915,0.79,6,-3.186,0,0.207,0.16,0.0,0.112,0.967,140.095,62,Rap
Ain't No Sunshine,1972,148800,4,0.289,0.371,2,-12.35,0,0.0335,0.942,0.00713,0.175,0.544,181.102,26,Jazz
Halfway Down,1993,225786,4,0.559,0.895,5,-6.803,1,0.0324,0.0887,0.000365,0.148,0.948,161.635,21,Country
Live Like You Were Dying,2004,300333,4,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,67,Country
Windows,1970,192106,1,0.471,0.446,8,-12.842,0,0.0315,0.705,0.441,0.18,0.488,107.248,43,Jazz
We Made It Look Easy,2024,195000,4,0.553,0.889,5,-7.542,1,0.0823,0.00568,0.000291,0.172,0.504,143.932,54,Rock
Sorry - Dirty South Radio Edit,2011,211266,4,0.702,0.783,0,-7.307,1,0.0779,0.00282,0.00842,0.296,0.665,127.032,29,EDM
Can I Change My Mind,1969,177000,4,0.545,0.669,1,-6.239,0,0.0456,0.314,0.0,0.0553,0.886,102.041,37,Pop
Mischievous Boogie,1965,154040,4,0.464,0.553,0,-8.512,0,0.0439,0.86,0.00273,0.168,0.851,176.342,0,Blues
Parisienne Walkways,1979,200907,4,0.367,0.149,9,-18.256,0,0.0282,0.661,0.0696,0.132,0.233,87.795,45,Blues
Reunited,1979,345000,4,0.561,0.501,5,-9.544,0,0.0266,0.857,0.0106,0.135,0.339,75.68,57,Pop
Bump N’ Grind,1994,256000,4,0.621,0.481,11,-8.016,1,0.0371,0.0984,0.0,0.241,0.679,65.004,56,Pop
Since You Been Gone,1979,197160,4,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,67,Metal
Mind of a Beast,2010,256982,4,0.473,0.955,1,-4.812,1,0.054,2.72e-05,0.902,0.0627,0.259,144.013,37,EDM
Delta City Blues,1987,336053,4,0.582,0.468,10,-9.89,1,0.037,0.56,0.843,0.0735,0.83,132.997,11,Jazz
Walking By Myself,1990,175866,4,0.531,0.51,4,-13.928,1,0.0481,0.178,8.7e-05,0.282,0.8,128.427,47,Blues
Nutshell,1994,259200,3,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,72,Metal
Wasted (feat. Plies),2011,249840,4,0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093,49,Rap
Disco Duck,1976,198000,4,0.81,0.448,4,-15.137,1,0.0693,0.132,0.000926,0.063,0.968,117.04,30,Pop
Woman,1981,172000,4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,84,Pop
Canned Heat Blues,1930,219120,1,0.745,0.215,2,-13.312,1,0.0306,0.962,0.000589,0.155,0.691,93.365,21,Blues
One More Try,1988,350000,3,0.551,0.291,5,-12.544,1,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,58,Pop
This D.J.,1994,203026,4,0.804,0.443,6,-10.268,0,0.134,0.0312,0.0225,0.112,0.58,92.035,65,Rap
Greyhound,2012,410096,4,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,61,EDM
Solidarity,1981,306506,4,0.475,0.707,9,-11.236,0,0.0769,0.00914,9.61e-06,0.0511,0.445,128.03,32,Punk
Adult Education,1984,323000,4,0.66,0.749,9,-7.282,0,0.0372,0.0371,3.74e-05,0.042,0.932,91.464,51,Pop
The Last Act of Defiance,2015,283453,4,0.491,0.984,9,-5.64,1,0.206,0.00447,0.18,0.121,0.358,108.109,28,Metal
The Fixer - Live,1985,297533,4,0.65,0.744,11,0.144,1,0.0364,0.056,0.0,0.901,0.768,135.808,2,Blues
The Greatest Man I Never Knew,1992,194040,4,0.521,0.243,1,-13.154,1,0.0265,0.766,0.0,0.0963,0.236,85.11,41,Country
I Saw Your Mommy...,1986,292800,4,0.32,0.715,4,-8.86,1,0.0536,0.00704,0.0,0.338,0.771,95.547,40,Punk
"Blue,Blue Day",1958,113240,4,0.729,0.486,4,-10.84,1,0.0299,0.794,0.0,0.192,0.978,100.161,35,Country
Kids on the Street,1981,142200,4,0.393,0.824,2,-7.654,1,0.0598,0.00225,2.05e-05,0.111,0.541,175.872,17,Punk
Untrue,2018,250413,4,0.68,0.869,4,-5.085,0,0.034,0.00326,0.818,0.261,0.403,121.028,38,EDM
"One Scotch,One Bourbon,One Beer",1953,176240,4,0.908,0.133,2,-17.63,1,0.0934,0.811,0.0938,0.0707,0.281,118.678,38,R&B
You Got What It Takes,1960,168000,4,0.701,0.454,3,-11.871,1,0.0409,0.834,0.000138,0.449,0.819,132.297,48,Pop
Total Eclipse Of The Heart,1995,267000,4,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,79,Pop
Mr. McAdams,2015,156101,4,0.817,0.499,5,-7.627,1,0.0943,0.291,0.0,0.153,0.808,137.924,46,Rap
Gate and Garden - 2016 Remaster,1983,246000,4,0.631,0.671,5,-10.332,1,0.0356,0.144,0.000204,0.103,0.459,124.184,22,Rock
Is This Love,1988,232000,4,0.776,0.561,6,-8.375,0,0.103,0.111,0.0,0.067,0.743,122.246,78,Pop
Hello Walls,1962,144466,4,0.616,0.271,0,-12.003,1,0.0326,0.592,2.8e-05,0.0929,0.55,101.906,38,Country
Rock 'n' Roll (Will Take You to the Mountain),2014,284130,4,0.713,0.971,0,-1.264,1,0.381,0.00228,2.05e-05,0.242,0.676,128.064,51,EDM
Goodbye To Love,1972,258000,4,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,68,Pop
What You Want,1998,122000,4,0.46,0.941,6,-2.053,1,0.197,0.00353,1.9e-05,0.155,0.794,132.152,70,Pop
Spinning Wheel,1969,247000,4,0.695,0.503,7,-9.313,1,0.0605,0.315,2.47e-05,0.261,0.542,96.818,50,Pop
The Guns of Brixton,1979,189666,4,0.745,0.604,7,-9.311,1,0.0949,0.00254,0.0492,0.116,0.648,96.514,39,Alt. Rock
Your Funeral And My Trial,1959,152183,1,0.433,0.533,2,-12.92,1,0.0589,0.439,0.0,0.116,0.798,157.132,25,Blues
I Want You Back,1969,176333,4,0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,78,R&B
Martin & Gina,2020,132832,4,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,79,Rap
"Lady Be Good (Take 2,Alternate)",1959,270400,4,0.496,0.574,7,-8.448,1,0.0311,0.639,0.00818,0.108,0.632,97.03,5,Jazz
Just Remember I Love You,1977,196000,4,0.688,0.294,0,-13.985,1,0.0309,0.357,0.000244,0.0999,0.709,121.76,49,Pop
Bette Davis Eyes,1981,228000,4,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.62,78,Pop
Devil Got My Woman,1931,315000,4,0.599,0.0574,10,-22.695,0,0.0366,0.731,4.21e-05,0.0911,0.256,76.622,26,Blues
Street Spirit (Fade Out),1995,253853,4,0.488,0.454,4,-11.544,0,0.0304,0.317,0.694,0.179,0.131,138.076,66,Alt. Rock
Plush,1993,310400,4,0.417,0.913,7,-6.049,0,0.0441,0.00248,1.09e-06,0.166,0.439,144.591,58,Alt. Rock
Darn That Dream,1958,190573,4,0.594,0.225,3,-13.256,0,0.0625,0.973,0.902,0.203,0.352,79.695,31,Jazz
Treat Her Right,1965,125000,4,0.599,0.622,0,-7.621,1,0.0571,0.4,0.00273,0.292,0.961,161.929,49,Pop
Ain't It Fun,2013,296520,4,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,59,Alt. Rock
I Don't Wanna Stop - Live,2007,223000,4,0.404,0.987,5,-5.121,1,0.163,0.0183,3.38e-05,0.983,0.239,137.097,26,Metal
Bombtrack,1992,243453,4,0.459,0.926,4,-3.415,1,0.155,0.0239,1.93e-05,0.183,0.569,151.534,65,Alt. Rock
Give Me Back My Wig,1971,215800,4,0.642,0.708,9,-13.402,1,0.0543,0.0346,0.0103,0.0844,0.775,108.143,40,Blues
Need Your Love (with Noah Kahan),2022,205786,4,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,57,EDM
Blue Avenue,1989,258000,4,0.633,0.441,8,-13.941,1,0.0258,0.37,0.00194,0.119,0.498,109.818,28,Rock
Silhouettes - Original Radio Edit,2012,211880,4,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,65,EDM
Miss Brown to you,1935,176741,4,0.802,0.27,0,-13.518,0,0.0945,0.867,0.147,0.0863,0.805,78.595,34,Jazz
Happily Ever After,1999,151000,4,0.688,0.683,5,-6.629,0,0.0932,0.017,0.0,0.134,0.528,156.087,67,Pop
Come Back When You Grow Up,1967,138000,4,0.646,0.188,7,-14.704,1,0.0351,0.833,0.0,0.123,0.503,115.102,34,Pop
Donna The Prima Donna,1963,168000,4,0.331,0.556,6,-10.672,0,0.0372,0.675,0.0,0.353,0.939,138.635,41,Pop
How Do I Make You,1980,214000,4,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,64,Pop
China Girl,1983,333000,4,0.651,0.699,4,-7.867,0,0.0277,0.039,0.0659,0.124,0.832,133.793,61,Pop
Con Alma,1954,305066,4,0.719,0.34,8,-13.352,1,0.0308,0.829,0.893,0.154,0.713,113.897,32,Jazz
You Can Dream Of Me,1987,243106,4,0.732,0.347,9,-16.592,1,0.0286,0.161,0.0,0.0883,0.487,110.449,31,Country
Inner Glimpse,1987,377866,4,0.404,0.626,5,-14.166,0,0.038,0.194,0.866,0.108,0.765,126.408,5,Jazz
Grazing In The Grass,1969,174000,4,0.595,0.857,1,-6.89,0,0.163,0.498,0.0,0.355,0.74,127.629,46,Pop
Escapade,1990,283933,4,0.806,0.954,1,-6.741,1,0.0514,0.0259,0.000617,0.176,0.701,115.229,53,R&B
Savannah Mama,1933,191646,4,0.542,0.0236,10,-24.858,1,0.0439,0.995,9.2e-05,0.107,0.344,118.528,3,Blues
This Little Girl's Gone Rockin',1959,108293,4,0.655,0.747,0,-6.932,1,0.0879,0.532,0.0,0.101,0.888,95.888,0,R&B
I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition / Remastered 1999,1959,322000,4,0.524,0.222,3,-8.967,1,0.0346,0.907,0.00124,0.0544,0.325,120.71,47,Jazz
(THE Man Who Shot) Liberty Valance,1962,178000,4,0.602,0.591,1,-8.684,0,0.053,0.739,0.0,0.175,0.837,88.392,42,Pop
The Loco-Motion,1988,193000,4,0.755,0.913,3,-5.058,1,0.0391,0.36,0.0425,0.0242,0.752,129.0,59,Pop
Unbelievable,2002,241000,4,0.486,0.735,7,-5.257,1,0.0277,0.000299,0.0,0.333,0.49,150.414,21,Rock
Little Guitars (Intro) - Intro; 2015 Remaster,1982,42000,4,0.281,0.439,2,-12.906,1,0.0369,0.0638,0.58,0.125,0.425,113.225,37,Rock
Small Town,1986,205000,4,0.555,0.744,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,73.012,66,Pop
Stop Messin' Round - Take 4,1968,155000,4,0.497,0.494,5,-8.963,1,0.0422,0.28,0.0,0.149,0.531,63.755,19,Rock
Cat’s In The Cradle,1993,315000,3,0.519,0.423,9,-7.051,1,0.0303,0.0938,1.81e-05,0.108,0.224,144.597,2,Pop
Cupid/I’ve Loved You For A Long Time,1980,235000,4,0.759,0.803,9,-6.036,1,0.0386,0.392,0.0,0.144,0.877,122.824,36,Pop
For Evigt,2013,283366,4,0.506,0.893,2,-3.896,1,0.046,0.000309,0.0,0.118,0.415,146.971,50,Metal
I’ll Never Get Over You (GETTING Over Me),1993,228000,4,0.405,0.394,8,-7.692,1,0.0289,0.139,0.0,0.257,0.0984,171.999,0,Pop
Don't Come Home A-Drinkin' (With Lovin' On Your Mind),1966,126920,4,0.592,0.604,1,-6.587,1,0.118,0.658,0.000597,0.189,0.89,167.037,55,Country
Emotional Blackmail,1980,163346,4,0.272,0.922,4,-5.907,0,0.111,0.000495,0.853,0.18,0.546,200.544,22,Punk
Never Say No,1966,180306,3,0.315,0.0723,5,-18.775,1,0.0409,0.867,1.52e-06,0.0755,0.181,179.085,11,Blues
Loves Me Like A Rock,1973,213000,4,0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,55,Pop
Another Man Done Gone,1963,154080,4,0.672,0.207,11,-13.068,1,0.195,0.601,3.81e-05,0.641,0.726,144.004,18,Blues
This Is How We Do It,1995,238000,4,0.799,0.623,0,-9.374,1,0.0812,0.0141,0.0,0.43,0.773,103.642,66,Pop
Ego Tripping at the Gates of Hell,2003,271466,4,0.589,0.848,5,-6.954,1,0.0516,0.0332,0.0648,0.0486,0.854,87.553,42,Alt. Rock
One More Try,1991,350000,3,0.551,0.291,5,-12.544,1,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,57,Pop
Method Man,1999,350640,4,0.904,0.429,11,-13.782,0,0.27,0.0268,0.000556,0.332,0.648,101.553,59,Rap
We Are The World,1985,263000,4,0.422,0.538,5,-12.162,0,0.0617,0.0348,0.000126,0.094,0.272,154.045,65,Pop
Happy Now,2018,211362,4,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,65,EDM
